#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,engagement_count,engagement_rate,download_rate
2452,claim,5943181983,52,a friend read  on an internet forum a claim that reindeer grow new antlers every year,not verified,active,34150.0,9074.0,1537.0,91.0,36.0,10647.0,0.31177159590043924,0.002664714494875549
2453,claim,2095664521,29,a friend read  on an internet forum a claim that jupiter has the most moons,not verified,active,140250.0,66659.0,19107.0,819.0,69.0,85835.0,0.6120142602495544,0.005839572192513369
2454,claim,9891352407,55,a friend read  on an internet forum a claim that there are currently 6 spacecrafts on mars,not verified,active,853571.0,390015.0,106781.0,6359.0,2550.0,499346.0,0.5850081598367329,0.007449878217512076
2455,claim,4369772056,36,a friend read  on an internet forum a claim that there might be a huge planet in this solar system,not verified,active,969970.0,164460.0,1893.0,3394.0,1072.0,167425.0,0.17260843118859345,0.0034990772910502388
2456,claim,4066500760,37,a friend read  on an internet forum a claim that mars has running water,not verified,active,1784.0,1153.0,179.0,4.0,1.0,1333.0,0.7471973094170403,0.002242152466367713
2457,claim,4736986276,5,a friend read  on an internet forum a claim that it is illegal to waste food in french supermarkets,not verified,active,101679.0,36376.0,14057.0,145.0,79.0,50512.0,0.4967790792592374,0.0014260565111773326
2458,claim,8713226768,6,a friend read  on an internet forum a claim that canned pumpkins do not contain actual pumpkins,not verified,under review,718438.0,113465.0,5977.0,1106.0,610.0,120052.0,0.16710140610602445,0.0015394508642360232
2459,claim,5800887481,54,a friend read  on an internet forum a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,under review,142990.0,75443.0,2741.0,798.0,283.0,78467.0,0.5487586544513602,0.005580809846842436
2460,claim,9779685847,33,a friend read  on an internet forum a claim that avocados never ripen while they are still attached to the tree,not verified,active,486594.0,269333.0,9355.0,3670.0,424.0,279112.0,0.5736034558584775,0.007542222057814112
2461,claim,3926734982,9,a friend read  on an internet forum a claim that china owns all of the pandas in the world,not verified,active,564886.0,292746.0,86292.0,7133.0,2153.0,381191.0,0.6748104927365876,0.01262732657562765
2462,claim,7283534701,40,a friend read  on an internet forum a claim that people don’t sneeze in their sleep,not verified,under review,734082.0,337121.0,71265.0,4097.0,2694.0,411080.0,0.5599919355058427,0.00558112036529979
2463,claim,9610303192,29,a friend read  on an internet forum a claim that penguins can jump as high as 9 feet in the air,not verified,active,402801.0,163429.0,38185.0,215.0,46.0,201660.0,0.5006442387183746,0.0005337623292891527
2464,claim,6661471222,51,a friend read  on an internet forum a claim that the population of the united states increases by one person every 12 seconds,not verified,active,62721.0,19968.0,3582.0,446.0,246.0,23796.0,0.37939446118524894,0.007110856013137545
2465,claim,1873315180,49,"a friend read  on an internet forum a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,478354.0,176819.0,38413.0,460.0,160.0,215392.0,0.45027740961714546,0.0009616309260505818
2466,claim,9959217964,15,"a friend read  on an internet forum a claim that the canary islands are named after types of dogs, not birds",not verified,banned,175952.0,8085.0,1846.0,170.0,69.0,10000.0,0.05683368191324907,0.0009661725925252341
2467,claim,9388618074,53,a friend read  on an internet forum a claim that there are more than 24 time zones around the world,not verified,active,995369.0,401060.0,76764.0,1820.0,596.0,478420.0,0.4806458710287341,0.0018284676336112538
2468,claim,7216595624,19,a friend read  on an internet forum a claim that bubble wrap was originally designed to be used as wallpaper,not verified,active,925498.0,327241.0,35443.0,2285.0,36.0,362720.0,0.39191872915986853,0.002468941045793724
2469,claim,5633191335,13,a friend read  on an internet forum a claim that armadillos have bulletproof shells,not verified,active,36537.0,381.0,48.0,5.0,3.0,432.0,0.01182363083997044,0.00013684757916632454
2470,claim,4068247375,46,a friend read  on an internet forum a claim that bees can fly higher than mount everest,not verified,active,433094.0,262818.0,36840.0,4429.0,1624.0,301282.0,0.6956503668949466,0.010226417359741766
2471,claim,3906219750,28,a friend read  on an internet forum a claim that humans have jumped further than horses in the olympics,not verified,under review,861725.0,297032.0,65886.0,5713.0,2104.0,365022.0,0.42359453421915344,0.0066297252603788916
2472,claim,3203536057,10,a friend read  on an internet forum a claim that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,53090.0,23375.0,5997.0,191.0,56.0,29428.0,0.5543040120550009,0.003597664343567527
2473,claim,3618609939,6,a friend read  on an internet forum a claim that most children in the world are born on a thursday,not verified,under review,801900.0,74576.0,3323.0,1088.0,156.0,78055.0,0.09733757326349919,0.0013567776530739493
2474,claim,7747090868,32,a friend read  on an internet forum a claim that melting glaciers make fizzy noises,not verified,active,11781.0,7655.0,488.0,185.0,52.0,8195.0,0.6956115779645191,0.015703250997368644
2475,claim,3361583015,21,a friend read  on an internet forum a claim that bottled water has an expiration date,not verified,active,928995.0,182991.0,10480.0,3890.0,2026.0,195497.0,0.21043923810138915,0.00418732070678529
2476,claim,6307788657,36,a friend read  on an internet forum a claim that losing weight alters brain activity,not verified,active,346127.0,230464.0,20394.0,4685.0,1382.0,252240.0,0.728749851932961,0.013535494197216629
2477,claim,5449505199,54,a friend read  on an internet forum a claim that snakes can predict earthquakes,not verified,under review,497596.0,66878.0,18566.0,1456.0,212.0,85656.0,0.17213964742481852,0.0029260685375284367
2478,claim,2624663241,53,a friend read  on an internet forum a claim that frigate birds can sleep while flying,not verified,active,561226.0,71027.0,3497.0,1708.0,476.0,75000.0,0.1336360040340255,0.003043337265201541
2479,claim,2975179164,26,a friend read  on an internet forum a claim that a man once set a record by putting on over 260 t-shirts,not verified,banned,641913.0,299341.0,37564.0,1109.0,246.0,337151.0,0.5252284966965929,0.0017276484508025232
2480,claim,9188400648,11,a friend read  on an internet forum a claim that ravens are always aware when someone is watching them,not verified,under review,305533.0,164313.0,52693.0,4028.0,1359.0,218365.0,0.7147018489001188,0.013183518637921271
2481,claim,8751731341,27,a friend read  on an internet forum a claim that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,807316.0,54584.0,138.0,1092.0,283.0,55005.0,0.06813317214077264,0.0013526301968498084
2482,claim,7723718109,33,a friend read  on an internet forum a claim that you can burn calories just by standing,not verified,active,723545.0,444182.0,52040.0,2773.0,243.0,496465.0,0.6861563551679578,0.003832519055483764
2483,claim,9838415374,43,a friend read  on an internet forum a claim that flossing your teeth improves memory,not verified,active,654435.0,303903.0,84887.0,6700.0,718.0,389508.0,0.595182103646657,0.010237838746399566
2484,claim,2662715934,42,a friend read  on an internet forum a claim that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,788239.0,310580.0,103272.0,5080.0,584.0,414436.0,0.5257745430002829,0.00644474581947861
2485,claim,9716893145,40,"a friend read  on an internet forum a claim that there are over 6,000 species of grass",not verified,banned,319971.0,165513.0,20247.0,1506.0,478.0,186238.0,0.582046497963878,0.00470667654256167
2486,claim,4934423620,25,a friend read  on an internet forum a claim that the moon is moving away from the earth,not verified,under review,327104.0,36697.0,6468.0,708.0,293.0,43458.0,0.13285682840931323,0.0021644492271571123
2487,claim,5926807477,52,a friend read  on an internet forum a claim that lightning strikes somewhere on earth about 100 times every second,not verified,banned,207486.0,62708.0,3488.0,1476.0,636.0,66832.0,0.3221036600059763,0.007113732974754923
2488,claim,7611002051,28,a friend read  on an internet forum a claim that china is the world’s largest silk producer,not verified,active,163591.0,70438.0,22570.0,228.0,112.0,93120.0,0.5692244683387228,0.0013937197034066665
2489,claim,8081035275,16,a friend read  in the media that humans will live on mars by 2035,not verified,active,362346.0,147388.0,15870.0,3262.0,1282.0,164540.0,0.4540963609367842,0.009002445176709555
2490,claim,5934898381,20,a friend read  in the media that iceland is growing 5 centimeters per year,not verified,active,398364.0,177083.0,57747.0,677.0,54.0,234884.0,0.5896215521482865,0.001699450753582151
2491,claim,6272021984,38,a friend read  in the media that damascus is the oldest continuously inhabited city in the world,verified,active,685171.0,49508.0,19737.0,959.0,478.0,69723.0,0.10175999859888991,0.0013996505981718433
2492,claim,7362785170,48,a friend read  in the media that bangkok's full name has 163 letters,not verified,active,513946.0,72429.0,13822.0,45.0,20.0,86271.0,0.16786004755363404,8.755783681554094e-05
2493,claim,2761414285,15,a friend read  in the media that 90% of goods are shipped by ocean freight,not verified,active,81662.0,5220.0,647.0,68.0,19.0,5886.0,0.07207758810707551,0.0008327006441184394
2494,claim,2773735007,9,a friend read  in the media that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,526517.0,50110.0,11085.0,615.0,55.0,61250.0,0.11633052683958922,0.001168053453164855
2495,claim,4483189051,19,a friend read  in the media that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,263847.0,9864.0,1061.0,160.0,11.0,10936.0,0.041448263576997275,0.0006064120494074217
2496,claim,4660404038,55,a friend read  in the media that the average car contains over 30000 unique parts,not verified,active,598266.0,21652.0,8416.0,511.0,103.0,30171.0,0.05043074485262408,0.0008541351171552454
2497,claim,3811263570,12,a friend read  in the media that the origins of the banjo instrument begin in africa,not verified,banned,570176.0,375035.0,51742.0,4209.0,2493.0,429270.0,0.7528727971713997,0.0073819311931754405
2498,claim,8255445181,26,"a friend read  in the media that the oldest surviving song is around 3,500 years old",not verified,banned,341365.0,41634.0,4376.0,505.0,202.0,46212.0,0.135374159623863,0.001479354942656687
2499,claim,8114004922,53,a friend read  in the media that about half of the world's population can access the web via a mobile device,not verified,active,334458.0,38372.0,9727.0,436.0,207.0,48306.0,0.14443069084907523,0.0013036016480395148
2500,claim,2214644684,11,a friend read  in the media that badminton is the fastest ball and net sport in the world,not verified,under review,932366.0,183222.0,40895.0,3880.0,1419.0,225536.0,0.24189642264947456,0.0041614559089456285
2501,claim,3192145185,6,a friend read  in the media that the first cricket balls were made of tightly packed sheep wool.,not verified,active,241402.0,136835.0,22566.0,2182.0,1364.0,160765.0,0.6659638279715993,0.009038864632438836
2502,claim,9509702815,29,a friend read  in the media that kite flying is a professional sport in thailand.,not verified,active,264227.0,46520.0,10191.0,495.0,12.0,56723.0,0.21467526028755576,0.001873389169161365
2503,claim,2307103802,36,a friend read  in the media that there are currently over 300 cruise ships operating around the world,not verified,active,630298.0,112281.0,6897.0,2264.0,1275.0,120453.0,0.19110484247133896,0.0035919517434610296
2504,claim,7495759576,39,a friend read  in the media that dolphins are mammals,not verified,active,726003.0,354386.0,134377.0,4287.0,517.0,489280.0,0.673936609077373,0.005904934277131086
2505,claim,1739414075,25,"a friend read  in the media that a common garden snail has over 12,000 teeth",not verified,banned,916439.0,140985.0,49458.0,2346.0,1037.0,191480.0,0.20893916561822445,0.0025599085154603854
2506,claim,6457026547,30,a friend read  in the media that adult cats only meow to humans,not verified,active,232075.0,77163.0,26903.0,164.0,29.0,104095.0,0.44854034256167186,0.0007066681029839492
2507,claim,5538170917,55,"a friend read  in the media that through the seasons, a reindeer’s eyes will change color",not verified,active,566034.0,26002.0,6812.0,42.0,5.0,32819.0,0.05798061600539897,7.420048972323217e-05
2508,claim,7407401377,49,a friend read  in the media that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,380017.0,191045.0,36658.0,497.0,317.0,228020.0,0.6000257883199962,0.0013078362283792566
2509,claim,4090014473,24,a friend read  in the media that a banana is technically a berry,not verified,active,315033.0,125108.0,21595.0,999.0,660.0,147363.0,0.46777004313833787,0.0031710963613335746
2510,claim,1368861493,9,a friend read  in the media that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,789558.0,296541.0,27034.0,77.0,23.0,323598.0,0.4098470283373736,9.752291788570315e-05
2511,claim,2425568026,15,a friend read  in the media that artificial banana flavoring is based on an extinct banana type,not verified,active,338293.0,44921.0,13179.0,869.0,328.0,58428.0,0.17271418563198174,0.0025687791352466648
2512,claim,9463579123,19,"a friend read  in the media that your heart beats 100,000 times a day",not verified,active,922432.0,93876.0,10808.0,2205.0,631.0,105315.0,0.11417101748421564,0.0023904201068479843
2513,claim,7129802289,26,a friend read  in the media that cats sleep for two-thirds of their lives,not verified,active,690565.0,399789.0,119114.0,6019.0,3787.0,522690.0,0.7569019570931049,0.008716051349257492
2514,claim,3395918290,18,a friend read  in the media that a blue whale's heartbeat can be heard from two miles away,not verified,under review,810195.0,49984.0,10554.0,52.0,19.0,60557.0,0.07474373453304452,6.418207962280686e-05
2515,claim,6948339055,16,a friend read  in the media that the longest location name on the planet earth is 85 letters in english.,not verified,active,759451.0,477029.0,176338.0,2106.0,1132.0,654499.0,0.8618054357687329,0.0027730557995183365
2516,claim,1795126614,45,a friend read  in the media that the red-billed quelea is the most common bird on earth,not verified,active,63675.0,34746.0,945.0,540.0,60.0,35751.0,0.5614605418138987,0.008480565371024734
2517,claim,8724545687,25,"a friend read  in the media that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,416028.0,172618.0,27847.0,1436.0,375.0,200840.0,0.48275596834828427,0.003451690751584028
2518,claim,6385367041,44,a friend read  in the media that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,banned,106679.0,38845.0,7623.0,160.0,26.0,46494.0,0.43583085705715274,0.0014998265825513924
2519,claim,1816483872,7,a friend read  in the media that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,629450.0,32205.0,10619.0,561.0,286.0,43110.0,0.068488362856462,0.0008912542696004448
2520,claim,8949885571,38,a friend read  in the media that 170-year-old champagne was found under the baltic sea,not verified,banned,500934.0,111211.0,21742.0,2179.0,133.0,133086.0,0.26567571775922577,0.004349874434556249
2521,claim,4717292389,20,a friend read  in the media that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,under review,174267.0,110323.0,32535.0,2055.0,1169.0,144027.0,0.826473170479781,0.011792249823546626
2522,claim,6685539827,15,a friend read  in the media that the eye of an ostrich is bigger than its brain,not verified,under review,374031.0,46705.0,1585.0,1105.0,692.0,48982.0,0.1309570597089546,0.0029543005793637427
2523,claim,5915411316,36,a friend read  in the media that the largest recorded snowflake was 15 inches wide,not verified,banned,679468.0,310973.0,106924.0,5518.0,709.0,418606.0,0.616079050080357,0.008121059417073357
2524,claim,7970447292,31,a friend read  in the media that the most successful predator is a wild dog,not verified,under review,769108.0,481150.0,125509.0,6986.0,2739.0,609398.0,0.7923438580797495,0.00908324968664999
2525,claim,7478969113,29,a friend read  in the media that more people speak english as their second language than those who use it as their primary language,not verified,banned,278334.0,112347.0,10564.0,1013.0,536.0,123447.0,0.4435210933626506,0.003639512240689244
2526,claim,2909156042,47,a friend read  in the media that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,232186.0,53094.0,5359.0,1168.0,414.0,58867.0,0.25353380479443205,0.0050304497256509866
2527,claim,8121262581,44,a friend read  in the media that technicolored squirrels roam the lands of southern india,not verified,active,789145.0,344273.0,129908.0,4353.0,2234.0,476415.0,0.6037103447401935,0.005516096534857346
2528,claim,2597866442,43,a friend read  in the media that the chicken is the closest relative to the t-rex,not verified,under review,152862.0,23413.0,2438.0,453.0,227.0,26078.0,0.1705983174366422,0.002963457235938297
2529,claim,1898786911,32,a friend read  in the media that the roar of a lion can be heard up to 5 miles away,not verified,under review,336717.0,62882.0,12760.0,1473.0,893.0,76535.0,0.22729770103677568,0.004374593501367617
2530,claim,8829756225,28,a friend read  in the media that honeybees can recognize human faces,not verified,active,595584.0,224345.0,64924.0,5179.0,1591.0,290860.0,0.48836100365355684,0.00869566677412422
2531,claim,5935588636,5,a friend read  in the media that flossing your teeth improves memory,not verified,active,207762.0,69017.0,13674.0,98.0,45.0,82736.0,0.39822489194366634,0.00047169357245309537
2532,claim,7844406142,24,a friend read  in the media that the moon is moving away from the earth,not verified,active,157921.0,19228.0,2348.0,142.0,84.0,21660.0,0.13715718618803072,0.0008991837690997397
2533,claim,6818480776,30,a friend read  in the media that lightning strikes somewhere on earth about 100 times every second,not verified,under review,120447.0,60181.0,4428.0,727.0,50.0,64659.0,0.5368253256619094,0.006035849792854949
2534,claim,1745733677,38,a friend read  in the media a claim that earth days are getting longer over time due to orbital expansion,verified,active,271386.0,118229.0,10682.0,1268.0,540.0,129451.0,0.47699955045580833,0.00467231176258171
2535,claim,7983327984,23,a friend read  in the media a claim that iceland is growing 5 centimeters per year,not verified,active,977332.0,202820.0,12787.0,593.0,82.0,215689.0,0.22069163805134795,0.0006067538973450169
2536,claim,9763612824,32,a friend read  in the media a claim that most car horns honk in the key of f,not verified,under review,614984.0,331050.0,22157.0,8006.0,5101.0,358308.0,0.5826297919945885,0.013018224864386715
2537,claim,5994049368,59,a friend read  in the media a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,under review,25693.0,3735.0,1050.0,16.0,2.0,4787.0,0.1863153388082357,0.0006227377106604912
2538,claim,9046018824,28,a friend read  in the media a claim that the car radio was first introduced in 1922,not verified,active,443067.0,225467.0,25474.0,2295.0,1365.0,252306.0,0.5694533783829534,0.00517980350601602
2539,claim,2926296895,5,a friend read  in the media a claim that 90% of drivers admit to singing in the car,not verified,active,633936.0,351823.0,10478.0,1776.0,491.0,362792.0,0.5722848994220237,0.0028015446354206102
2540,claim,5281104290,17,a friend read  in the media a claim that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,724437.0,388533.0,152473.0,813.0,54.0,541060.0,0.7468696380775692,0.0011222507961354817
2541,claim,4191986133,37,a friend read  in the media a claim that the musical artist prince played 27 different instruments on his debut album,not verified,banned,966392.0,246624.0,66651.0,2915.0,1925.0,315200.0,0.32616164041093054,0.0030163743077343355
2542,claim,4486908896,48,a friend read  in the media a claim that about half of the world's population can access the web via a mobile device,not verified,banned,682427.0,442956.0,17178.0,8719.0,5360.0,465494.0,0.6821154497111046,0.012776458141310353
2543,claim,2777834050,51,a friend read  in the media a claim that badminton is the fastest ball and net sport in the world,not verified,under review,493914.0,30731.0,9668.0,167.0,95.0,40494.0,0.08198593277372174,0.00033811554238187216
2544,claim,3199817632,41,a friend read  in the media a claim that the longest possible train journey in the world is from portugal to singapore,not verified,banned,268485.0,14804.0,42.0,72.0,47.0,14893.0,0.05547051045682254,0.00026817140622381136
2545,claim,1487803466,50,a friend read  in the media a claim that reindeer grow new antlers every year,not verified,active,882744.0,363579.0,60419.0,8873.0,4401.0,428399.0,0.48530378003135677,0.01005161179232031
2546,claim,2717290183,50,a friend read  in the media a claim that koalas sleep up to 22 hours per day,not verified,active,208354.0,106608.0,31229.0,2478.0,784.0,138621.0,0.6653148007717634,0.011893220192556899
2547,claim,2876399254,49,a friend read  in the media a claim that the hummingbird is the only bird that can fly backwards,not verified,under review,563538.0,247884.0,62621.0,5207.0,2929.0,313434.0,0.5561896447089637,0.009239838307265881
2548,claim,2304775659,8,a friend read  in the media a claim that saturn is less dense than water,not verified,active,772326.0,464024.0,99236.0,2820.0,1395.0,564655.0,0.7311096609462844,0.003651307867403143
2549,claim,6553958541,12,a friend read  in the media a claim that there are more stars in the universe than grains of sand on earth,not verified,active,291027.0,40589.0,3817.0,231.0,65.0,44471.0,0.15280712786098885,0.0007937407869372944
2550,claim,6116484276,49,a friend read  in the media a claim that the moon’s craters might be the coldest places in the solar system,not verified,under review,391138.0,219994.0,79458.0,792.0,317.0,299769.0,0.7664021393983709,0.002024860790820631
2551,claim,1788054239,13,a friend read  in the media a claim that pluto could theoretically sustain life,not verified,under review,145790.0,21558.0,350.0,156.0,13.0,21921.0,0.1503601070032238,0.0010700322381507648
2552,claim,8827677997,9,a friend read  in the media a claim that there’s a planet made of diamonds two times the size of earth,not verified,active,617582.0,285575.0,60867.0,4527.0,2243.0,348685.0,0.5645970899410928,0.00733020068590082
2553,claim,4121837207,12,a friend read  in the media a claim that there are currently 6 spacecrafts on mars,not verified,under review,490171.0,246211.0,34355.0,1783.0,523.0,281089.0,0.5734508977479288,0.0036375060948118107
2554,claim,6849969872,12,a friend read  in the media a claim that marie curie is the only person with two nobel prizes in different sciences,not verified,under review,923637.0,345611.0,30530.0,3327.0,891.0,377032.0,0.4082036557651978,0.003602064447396542
2555,claim,5246271556,47,a friend read  in the media a claim that it is illegal to waste food in french supermarkets,not verified,under review,729586.0,82325.0,8927.0,1598.0,820.0,92072.0,0.12619759699336336,0.0021902832565317866
2556,claim,8205587882,6,a friend read  in the media a claim that a crocodile cannot stick its tongue out,not verified,active,960424.0,220114.0,76162.0,2629.0,805.0,297081.0,0.30932275744879345,0.002737332678067187
2557,claim,8310329983,13,a friend read  in the media a claim that artificial banana flavoring is based on an extinct banana type,not verified,under review,85830.0,38530.0,8437.0,901.0,191.0,47158.0,0.5494349295118257,0.010497495048351393
2558,claim,1795897894,34,a friend read  in the media a claim that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,under review,637242.0,44554.0,11826.0,681.0,294.0,56674.0,0.08893638523512261,0.0010686677902586458
2559,claim,5322176819,59,a friend read  in the media a claim that butterflies taste with their feet,not verified,banned,649416.0,362887.0,134880.0,6905.0,2764.0,500531.0,0.7707401727090185,0.010632629932123631
2560,claim,8537487995,50,a friend read  in the media a claim that the eiffel tower leans away from the sun,not verified,active,873596.0,463539.0,71996.0,5312.0,2558.0,538093.0,0.6159517671784212,0.006080613922224918
2561,claim,7934238615,18,a friend read  in the media a claim that the longest location name on the planet earth is 85 letters in english.,not verified,active,461358.0,93267.0,12676.0,268.0,100.0,106043.0,0.22984970456781936,0.0005808937961409578
2562,claim,8032327552,26,a friend read  in the media a claim that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,685278.0,68290.0,9954.0,890.0,581.0,78825.0,0.1150263104900493,0.00129874299189526
2563,claim,7620736072,13,a friend read  in the media a claim that an espresso maker has been sent to space,not verified,banned,275831.0,57021.0,2259.0,164.0,92.0,59372.0,0.21524774227697394,0.0005945669631042196
2564,claim,1456880257,40,a friend read  in the media a claim that the largest pair of eyes in the world belongs to the giant squid,not verified,banned,275947.0,73943.0,19792.0,532.0,228.0,93963.0,0.34051104016350964,0.0019279064458029983
2565,claim,4461464188,5,a friend read  in the media a claim that a candle’s flame is blue in zero gravity,not verified,active,735101.0,72316.0,26584.0,1434.0,756.0,99656.0,0.13556776551793562,0.0019507523455960473
2566,claim,3753329881,10,a friend read  in the media a claim that x-rays can’t distinguish real diamonds from fake ones,not verified,under review,711301.0,191563.0,43253.0,2376.0,352.0,235168.0,0.33061671500532125,0.0033403580200224658
2567,claim,3690159729,8,a friend read  in the media a claim that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,241505.0,742.0,5.0,8.0,2.0,749.0,0.003101385064491418,3.312560816546241e-05
2568,claim,9680637171,23,a friend read  in the media a claim that driving south from detroit will lead to canada,not verified,active,83046.0,18617.0,2719.0,317.0,62.0,21398.0,0.25766442694410324,0.003817161573104063
2569,claim,2916963201,25,a friend read  in the media a claim that cats can't taste sweet flavors,not verified,active,491755.0,238571.0,13154.0,1999.0,826.0,252551.0,0.5135707821984525,0.004065032384012364
2570,claim,2073126430,47,a friend read  in the media a claim that a man once set a record by putting on over 260 t-shirts,not verified,active,641644.0,391850.0,111575.0,6305.0,2035.0,505460.0,0.7877576974147659,0.009826321137577847
2571,claim,1654876319,54,a friend read  in the media a claim that technicolored squirrels roam the lands of southern india,not verified,active,296727.0,161836.0,957.0,72.0,43.0,162836.0,0.5487737887013989,0.00024264728184492817
2572,claim,3214575736,15,a friend read  in the media a claim that flossing your teeth improves memory,not verified,active,498045.0,246027.0,53567.0,901.0,1.0,299595.0,0.6015420293346987,0.0018090734772962282
2573,claim,2956006560,23,a friend read  in the media a claim that there are 366 dimples on a regulation golf ball,not verified,under review,296236.0,177058.0,46644.0,1621.0,572.0,224274.0,0.7570788155389622,0.005471988549669858
2574,claim,6267691680,48,a friend read  in the media a claim that the town of calama in chile has never experienced rain,not verified,banned,961562.0,277615.0,27219.0,5154.0,1001.0,305835.0,0.3180606138761723,0.005360028786495307
2575,claim,2620797227,6,a friend read  in the media a claim that a pineapple plant can only produce one pineapple a year,not verified,active,914206.0,139913.0,48582.0,1960.0,61.0,188556.0,0.20625110751843675,0.002143936924500605
2576,claim,7230541940,17,a friend read  in the media a claim that strawberries are the only known fruit to grow their seeds externally,not verified,active,513090.0,1237.0,172.0,21.0,11.0,1420.0,0.0027675456547584243,4.092849207741332e-05
2577,claim,6487623093,56,a friend read  on social media that we will all fly with individual jetpacks by 2032,not verified,banned,586547.0,243624.0,56653.0,2691.0,38.0,300315.0,0.5120050055664763,0.0045878676389104365
2578,claim,7432226105,59,a friend read  on social media that nucelear fission is now being used to produce electricity,not verified,under review,684422.0,196451.0,43694.0,3778.0,94.0,240239.0,0.35101004935551455,0.005519986207339916
2579,claim,2667577260,38,a friend read  on social media that earth days are getting longer over time due to orbital expansion,not verified,active,698844.0,289177.0,94834.0,301.0,161.0,384172.0,0.5497249743862722,0.00043071128892857347
2580,claim,2620122834,51,a friend read  on social media that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,502397.0,239612.0,41022.0,3010.0,288.0,280922.0,0.5591633708003829,0.005991277814158922
2581,claim,2460760122,41,a friend read  on social media that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,46490.0,850.0,50.0,19.0,4.0,904.0,0.019445041944504193,0.0004086900408690041
2582,claim,5473480519,29,a friend read  on social media that there are about 582 million entrepreneurs in the world,not verified,active,727557.0,312165.0,123712.0,3280.0,826.0,436703.0,0.6002320093133596,0.0045082378425333
2583,claim,9001617165,16,"a friend read  on social media that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,banned,972874.0,24848.0,2416.0,172.0,89.0,27353.0,0.0281156655435339,0.00017679576183555115
2584,claim,5052995978,55,a friend read  on social media that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,263385.0,71876.0,15999.0,1723.0,321.0,88196.0,0.33485581942783377,0.0065417544658959315
2585,claim,1570156241,54,a friend read  on social media that it would take less than a month to get to the moon by car at 60mph,not verified,under review,963811.0,566598.0,128389.0,1625.0,998.0,695985.0,0.722117718100333,0.0016860152042257248
2586,claim,6869765598,5,a friend read  on social media that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,banned,97677.0,4334.0,900.0,78.0,1.0,5235.0,0.05359501213182223,0.0007985503240271507
2587,claim,8416644390,49,a friend read  on social media that the automotive industry employs about 9.9 million americans,not verified,active,674210.0,343839.0,48335.0,2853.0,819.0,392993.0,0.5828940537814628,0.004231619228430311
2588,claim,2245602229,40,a friend read  on social media that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,banned,968296.0,87630.0,21494.0,2012.0,747.0,109871.0,0.1134684022241133,0.002077877012814263
2589,claim,9128279690,48,a friend read  on social media that singapore has the fastest internet connectivity in the world.,not verified,active,425412.0,250133.0,61916.0,1807.0,717.0,312766.0,0.7352072814119018,0.004247646986920915
2590,claim,7595200101,30,"a friend read  on social media that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,under review,86120.0,24250.0,8537.0,217.0,89.0,32876.0,0.38174640037157453,0.0025197398978169996
2591,claim,9435338479,15,a friend read  on social media that the biggest passenger bus in the world operates in brazil,not verified,active,815286.0,194354.0,31684.0,896.0,371.0,226409.0,0.2777050016803919,0.0010990008414225193
2592,claim,1954830654,55,a friend read  on social media that dolphins are mammals,verified,active,286193.0,56676.0,21743.0,514.0,186.0,78605.0,0.27465731167428975,0.0017959908173854706
2593,claim,9356808756,21,a friend read  on social media that the cheetah is the fastest land animal on earth,not verified,banned,370697.0,183727.0,33336.0,3981.0,336.0,217399.0,0.5864601008370718,0.010739229073879746
2594,claim,1833118442,60,a friend read  on social media that an octopus has three hearts,not verified,banned,686665.0,20654.0,4862.0,459.0,272.0,25788.0,0.037555430959783885,0.0006684482243888942
2595,claim,3916516412,42,a friend read  on social media that adult cats only meow to humans,not verified,banned,338803.0,59620.0,14228.0,281.0,21.0,73869.0,0.21802935629259482,0.000829390530780424
